team,season,pressure_rate_forced,hurry_rate_forced,hit_rate_forced
TB,2021,0.2663790848346552,0.09974547229491494,0.1067863291627913
TB,2022,0.21450426591920443,0.05473557130352113,0.0917190654275219
TB,2023,0.19795668821409576,0.06817051514657602,0.06030468647581725
TB,2024,0.22932612703988997,0.07333102899531366,0.0933304005394901
TB,2025,0.1937168139776684,0.06353911498467524,0.07283752205560332
TEN,2018,0.2380121938644592,0.1206822391425427,0.05196040851970588
TEN,2019,0.20914527070122332,0.10335667447444176,0.04620651329445632
TEN,2020,0.17270160703293871,0.06280058437561409,0.07564615845244424
TEN,2021,0.228785617370812,0.09365493108746689,0.06555845176122682
TEN,2022,0.21102556840613393,0.07536627443076212,0.08221775392446777
TEN,2023,0.1867818321963477,0.060150081554756034,0.05698428778871624
TEN,2024,0.16499789469013806,0.0444938142984642,0.06117899466038827
TEN,2025,0.24270420541757887,0.07976991366871473,0.09165053910873608
WAS,2018,0.2326675567678209,0.10322574701670927,0.054070629389704854
WAS,2019,0.28125526409608714,0.13158141010343258,0.07401454318318082
WAS,2020,0.24461952320060412,0.08413665129192753,0.08413665129192753
WAS,2021,0.22723497770729995,0.08786419138015598,0.08180459197462799
WAS,2022,0.22473861475294013,0.037174808455373555,0.11490395340751827
WAS,2023,0.1818928459847178,0.056097793621455026,0.0611975930415873
WAS,2024,0.2213714381905403,0.07938837783384894,0.07175487996520961
WAS,2025,0.19180489405228573,0.0487639561149879,0.07477139937631477
