team,season,pressured_pct_allowed,hurry_rate_allowed,hit_rate_allowed
NYJ,2024,0.19894446752921424,0.05727189216750107,0.0813863730801331
NYJ,2025,0.2529021535804238,0.05911998395386529,0.09524886303678298
OAK,2018,0.24507981585441935,0.11361315966761162,0.04706830900515339
OAK,2019,0.2060910381490745,0.12081198788049195,0.03375629073131393
PHI,2018,0.22696018993681427,0.09491062488266779,0.07565339664560475
PHI,2019,0.23704837480853458,0.09735915393921957,0.07760512270517501
PHI,2020,0.2843416965800665,0.07497567123752998,0.11741473042858468
PHI,2021,0.26725159683360594,0.14006559593086576,0.07405767141172213
PHI,2022,0.17817388564436556,0.07238314104302351,0.03897553748470497
PHI,2023,0.21058991167822852,0.10237009595469442,0.04679775815071745
PHI,2024,0.22274383884321608,0.07372507341993771,0.05960750616931135
PHI,2025,0.19499573136498038,0.08531063247217892,0.04700789952548634
PIT,2018,0.16829863050484134,0.08139032130971835,0.053800381882695175
PIT,2019,0.2608922491578707,0.11858738598085032,0.08392338084798638
PIT,2020,0.18215481500898514,0.08095769555954896,0.08230699048554144
PIT,2021,0.17838181614856502,0.06279039928429489,0.058509235696729334
PIT,2022,0.19402659027449018,0.06728341436937967,0.06728341436937967
PIT,2023,0.22095798534672467,0.07476022060603467,0.08472825002017262
PIT,2024,0.2455255581116098,0.06138138952790245,0.09853328318952762
PIT,2025,0.1661622473944293,0.04952913143487797,0.06071312885565686
SEA,2018,0.31278094967650394,0.1545286834711299,0.06143911511502756
SEA,2019,0.2921228259037392,0.10754770704913784,0.10609435965658191
SEA,2020,0.27707422131311255,0.09426236395188364,0.10711632267259505
SEA,2021,0.27107099902697057,0.10561207754297554,0.08448966203438044
SEA,2022,0.21633562520576274,0.05336278755075481,0.09230320008779211
SEA,2023,0.23843976642168596,0.10968229255397555,0.06994233148369455
SEA,2024,0.22170238333429254,0.05951741834477652,0.08183645022406771
SEA,2025,0.23024138537475586,0.10539218344619106,0.07134240110203703
SF,2018,0.2830509767167709,0.09714175532291545,0.10551604457489093
SF,2019,0.20772443998384807,0.07321435179758579,0.06640371442106618
SF,2020,0.2763678410159061,0.07402710027211772,0.13818392050795306
SF,2021,0.20396552268423543,0.06227954891121692,0.08407739103014285
