player_name,team,pos,target_share,carry_share,catch_rate,ypc,yac_per_rec,cpoe,sack_rate,scramble_rate,adot,avg_air_yards_per_att,deep_target_rate,elusiveness,broken_tackle_rate,avg_time_to_throw_sec,avg_separation_yds
Kenneth Gainwell,TB,RB,0.125,0.165,0.7979,4.1792,6.749,,,,-0.1393,,0.0046,-0.517,0.1918,,3.2
Sean Tucker,TB,RB,0.015,0.185,0.75,3.9471,8.4583,,,,0.2024,,0,0.7835,0.2639,,3.2
Chris Godwin,TB,WR,0.185,0,0.7385,2,6.0353,,,,6.2207,,0.0484,1.387,0.2269,,3.0354
David Sills,TB,WR,0,0,0.4319,4,3.2917,,,,11.2583,,0.2111,-1.1568,0.0833,,2.5467
Dean Patterson,TB,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Emeka Egbuka,TB,WR,0.24,0.04,0.5829,3,5.3209,,,,12.6281,,0.2188,-0.1759,0.1359,,2.5675
Eric Rivers,TB,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Garrett Greene,TB,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Jalen McMillan,TB,WR,0.115,0,0.6673,8.8,3.6876,,,,11.7028,,0.1682,-0.7539,0.0527,,3.3561
Kameron Johnson,TB,WR,0,0,0.2,6,5,,,,11.6,,0.05,0.3693,0.25,,2.8
Ted Hurst,TB,WR,0.04,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Tez Johnson,TB,WR,0.09,0,0.5996,4,3.5347,,,,12.6274,,0.2056,-1.5656,0.0417,,3.3395
Bauer Sharp,TB,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
CJ Dippre,TB,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Cade Otton,TB,TE,0.115,0,0.6683,-4,5.4058,,,,5.41,,0.042,0.6266,0.2382,,3.2686
Ko Kieft,TB,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Payne Durham,TB,TE,0,0,0.5979,4,4.1333,,,,7.7275,,0.1111,-0.0517,0.25,,4.6726
Cam Ward,TEN,QB,0,0.01,,,,-0.9547,0.073,0.04,,7.24,,,,2.9286,
Hendon Hooker,TEN,QB,0,0,,,,-11.8843,0.0833,0,,6.0833,,,,2.7,
Mitchell Trubisky,TEN,QB,0,0,,,,3.4873,0,0,,4.7759,,,,2.7127,
Julius Chestnut,TEN,RB,0,0,0.4,3.7241,7,,,,4.6,,0,-1.216,0,,3.2
Kalel Mullings,TEN,RB,0,0,0.75,2.3333,6.5,,,,1,,0.04,0,0.15,,3.2
Michael Carter,TEN,RB,0,0,0.782,3.4367,7.9141,,,,1.008,,0.0143,0.9971,0.3628,,3.2
Nicholas Singleton,TEN,RB,0.035,0.08,0.75,5.586,6.5,,,,1,,0.04,0,0.15,,3.2
Tony Pollard,TEN,RB,0.065,0.545,0.758,4.1509,6.4905,,,,0.0546,,0.0115,-0.8468,0.1411,,3.2
Tyjae Spears,TEN,RB,0.1,0.365,0.867,3.6437,7.3915,,,,-1.7255,,0,-0.5857,0.2004,,3.2
Calvin Ridley,TEN,WR,0.11,0,0.5523,8.0714,4.5011,,,,14.9544,,0.2197,-0.3509,0.191,,2.759
Carnell Tate,TEN,WR,0.155,0,0.6114,4.2,2.775,,,,13.884,,0.3374,-0.8456,0.1778,,2.6
Chimere Dike,TEN,WR,0.085,0,0.6019,1.3333,5.0413,,,,8.0962,,0.1741,-1.7903,0.0752,,3.4964
Elic Ayomanor,TEN,WR,0.09,0,0.5016,4,2.7812,,,,12.555,,0.1914,-1.3422,0.0677,,2.6346
KJ Osborn,TEN,WR,0,0,0.3111,4,1.9167,,,,8.3222,,0.0556,-2.4049,0,,1.4289
Tyren Montgomery,TEN,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Wan'Dale Robinson,TEN,WR,0.24,0,0.6743,3.8333,3.9947,,,,6.5566,,0.0945,-1.4796,0.0854,,3.4397
Xavier Restrepo,TEN,WR,0,0,0.6667,4.2,3.75,,,,10.1667,,0.0833,0.097,0,,2.8438
Daniel Bellinger,TEN,TE,0.04,0,0.7832,2,4.6961,,,,7.7224,,0.0263,0.0508,0.1814,,3.1928
David Martin-Robinson,TEN,TE,0,0,0.7222,4.2,4.4,,,,2.2778,,0,0,0.2,,3
Gunnar Helm,TEN,TE,0.08,0,0.7884,4,3.724,,,,5.9384,,0.0281,-1.7801,0.0677,,3.2278
Jaren Kanak,TEN,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Joel Wilson,TEN,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Kylen Granson,TEN,TE,0,0,0.5306,1,5.5192,,,,10.8213,,0.1667,0.4168,0.1538,,3.2898
Athan Kaliakmanis,WAS,QB,0,0,,,,0,0.06,0.05,,8,,,,2.7,
Jayden Daniels,WAS,QB,0,0.12,,,,2.1955,0.0768,0.08,,7.063,,,,2.7181,
Marcus Mariota,WAS,QB,0,0.1,,,,1.2765,0.0693,0,,9.9207,,,,2.7862,
Sam Hartman,WAS,QB,0,0,,,,0,0.06,0.05,,8,,,,2.7,
Craig Reynolds,WAS,RB,0,0,0.8571,4.253,11,,,,-0.179,,0,3.5334,0.4583,,3.2
Jacory Croskey-Merritt,WAS,RB,0.03,0.465,0.65,4.5783,7.5714,,,,-1.45,,0,-0.2968,0.1429,,3.2
Jeremy McNichols,WAS,RB,0.025,0.08,0.7763,4.1622,7.2398,,,,-0.2018,,0.0263,-0.9169,0.2324,,3.2
Jerome Ford,WAS,RB,0,0,0.8054,4.0334,7.2329,,,,-0.6889,,0.0109,-1.3259,0.2232,,3.2
Kaytron Allen,WAS,RB,0,0,0.75,5.607,6.5,,,,1,,0.04,0,0.15,,3.2
Rachaad White,WAS,RB,0.1,0.315,0.9177,4.8953,9.2036,,,,-2.8381,,0.0052,0.3852,0.2722,,3.2
Robert Henry,WAS,RB,0,0,0.75,4.2,6.5,,,,1,,0.04,0,0.15,,3.2
Antonio Williams,WAS,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Dyami Brown,WAS,WR,0.06,0,0.6824,6.625,5.4703,,,,10.711,,0.2144,-1.0695,0.1812,,3.5546
Jacoby Jones,WAS,WR,0,0,1,4.2,22,,,,3,,0,17.068,1,,2.8
Jaden Bradley,WAS,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Jaylin Lane,WAS,WR,0.045,0,0.5013,7,2.5152,,,,15.6821,,0.3205,-3.4968,0.1212,,3.2152
Luke McCaffrey,WAS,WR,0.09,0,0.7412,4,5.3725,,,,10.0088,,0.1316,-0.2549,0.1569,,2.8
Stefon Diggs,WAS,WR,0.2,0,0.8115,4,4.02,,,,8.197,,0.123,-0.4819,0.1649,,3.021
Terry McLaurin,WAS,WR,0.25,0.01,0.6849,1,3.1908,,,,13.6949,,0.2273,-0.494,0.1096,,2.7475
Treylon Burks,WAS,WR,0.055,0,0.4987,0.5,2.2333,,,,15.4372,,0.2205,-1.4713,0,,2.085
Ben Sinnott,WAS,TE,0,0,0.9375,4.2,5.7917,,,,5.5625,,0.1458,0.7359,0.25,,3
Chig Okonkwo,WAS,TE,0.115,0.01,0.7417,17,6.6615,,,,5.357,,0.061,0.9423,0.2266,,3.7863
Colson Yankoff,WAS,TE,0,0,0.6667,4.2,2,,,,6,,0,-2.6357,0,,3
Jack Westover,WAS,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
John Bates,WAS,TE,0.03,0,0.6667,4,6.1667,,,,4.9825,,0.0526,1.465,0.2333,,5.382
Joshua Simon,WAS,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Quentin Moore,WAS,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
