team,season,stuff_rate_forced,aly_allowed,ybc_allowed_per_att,rush_pct_over_expected_allowed,pct_stacked_box_forced
LAC,2023,0.1768867924528301,2.8662735849056604,2.621287902916962,0.3635089632478142,14.50381679389313
LAC,2024,0.1608910891089109,3.073019801980198,2.5254412498713603,0.4018556311413454,13.492063492063492
LV,2020,0.1945137157107231,2.969326683291771,2.7066747705949443,0.4022414093842665,17.216117216117215
LV,2021,0.1859410430839002,2.7947845804988662,2.503419787303442,0.3377401129943502,13.220338983050848
LV,2022,0.168646080760095,3.026365795724465,3.0339990270730066,0.3763568826859966,29.957805907173
LV,2023,0.166270783847981,2.998574821852732,2.770606784210734,0.3993703135194073,12.582781456953642
LV,2024,0.2039312039312039,2.71007371007371,2.5490957924430604,0.4580161476355248,25.88235294117647
MIA,2018,0.1904761904761904,2.847619047619048,2.7065061954315244,0.3807198092912379,24.444444444444443
MIA,2019,0.1459227467811159,3.236480686695279,2.428787689762224,0.401750271233516,7.122507122507122
MIA,2020,0.1724137931034483,3.115649867374005,2.77571182283946,0.4196428571428571,29.910714285714285
MIA,2021,0.1841432225063938,2.887979539641944,2.575961476776737,0.3696172248803828,39.23444976076555
MIA,2022,0.2030456852791878,2.585279187817259,2.799960355286664,0.313384484228474,45.41062801932368
MIA,2023,0.1626794258373205,2.737799043062201,2.5850608334100498,0.3892483743465511,12.096774193548388
MIA,2024,0.1818181818181818,2.8505347593582884,2.473215819889768,0.4470228261236049,26.00896860986547
MIN,2018,0.1716417910447761,2.888059701492537,2.597898002849702,0.3737234237957477,27.049180327868854
MIN,2019,0.1618625277161862,3.089356984478936,2.35718199629795,0.3753854332801701,27.44360902255639
MIN,2020,0.1093023255813953,3.3579069767441863,2.628436524917315,0.4052218430034129,25.938566552901023
MIN,2021,0.1221198156682027,3.3389400921658985,2.72486875487988,0.3825803825803825,24.829931972789115
MIN,2022,0.1872146118721461,2.932876712328767,2.9982876533986307,0.38947900492892,9.31899641577061
MIN,2023,0.1527093596059113,2.9066502463054187,2.306046541963092,0.4171098328630345,31.36531365313653
MIN,2024,0.1763157894736842,2.861578947368421,2.387202062013311,0.369047619047619,23.33333333333333
NE,2018,0.1854838709677419,2.945967741935484,3.032616489303502,0.4166219719317064,24.336283185840703
NE,2019,0.1739130434782608,2.914130434782609,2.2980558062474854,0.4338596914175506,23.770491803278688
NE,2020,0.1089588377723971,3.3200968523002423,3.046987668774064,0.503030303030303,14.166666666666666
NE,2021,0.1390134529147982,3.076008968609865,2.8604956693624835,0.4216574195231121,29.765886287625417
NE,2022,0.1375,2.9865,2.8587129045409703,0.3637877274240911,22.727272727272727
NE,2023,0.1686182669789227,2.5091334894613584,2.134207817529789,0.315028665028665,15.202702702702704
NE,2024,0.1841541755888651,3.031049250535332,2.6583283460231293,0.4305623604986662,29.29936305732484
NO,2018,0.2169014084507042,2.4067605633802818,2.1248711712815305,0.361734693877551,21.428571428571427
NO,2019,0.211864406779661,2.68361581920904,2.660854353021599,0.3279403866809882,16.3265306122449
NO,2020,0.2116788321167883,2.562773722627737,2.2742534703682806,0.3718244503128224,21.31782945736434
NO,2021,0.1974025974025974,2.527532467532468,2.3060325212375763,0.2834494355032428,25.96685082872928
NO,2022,0.1721132897603486,2.988888888888889,2.613584571633271,0.3689412106678293,19.784172661870503
