team,player_name,jersey,pos,nfl_status,height,weight,experience,college
DET,Khalil Dorsey,30,CB,ACT,68,190,6,Northern Arizona
DET,Larry Borom,79,G,ACT,77,325,6,Missouri
DET,Levi Onwuzurike,,DT,ACT,75,304,5,Washington
DET,Lucky Jackson,9,WR,DEV,72,186,1,Western Kentucky
DET,Luke Altmyer,15,QB,DEV,73,213,R,Illinois
DET,Malcolm Rodriguez,44,LB,ACT,71,230,5,Oklahoma State
DET,Mason Miller,63,OT,DEV,79,318,1,North Dakota State
DET,Mekhi Wingo,94,DT,ACT,72,282,3,LSU
DET,Miles Frazier,71,G,ACT,78,325,2,LSU
DET,Natrone Brooks,,DB,DEV,71,176,3,Southern Mississippi
DET,Nick Whiteside,38,DB,DEV,73,200,2,Saginaw Valley State
DET,Payton Turner,92,DE,RES,78,270,6,Houston
DET,Penei Sewell,58,OT,ACT,77,335,6,Oregon
DET,Rock Ya-Sin,23,CB,ACT,71,195,8,Temple
DET,Roger McCreary,21,CB,ACT,71,190,5,Auburn
DET,Sam LaPorta,87,TE,ACT,75,245,4,Iowa
DET,Seth McLaughlin,,C,DEV,76,305,1,Ohio State
DET,Sione Vaki,33,RB,ACT,71,216,3,Utah
DET,Skyler Gill-Howard,50,DT,ACT,72,280,R,Texas Tech
DET,Tate Ratledge,69,G,ACT,78,322,2,Georgia
DET,Tay Martin,17,WR,ACT,75,186,1,Oklahoma State
DET,Thomas Gordon,82,TE,DEV,76,250,1,Northwestern
DET,Thomas Harper,12,SAF,ACT,68,195,3,Notre Dame
DET,Tom Kennedy,85,WR,ACT,70,195,4,Bryant
DET,Trevor Nowaske,53,LB,ACT,75,237,4,Saginaw Valley State
DET,Tyleik Williams,91,DT,ACT,75,325,2,Ohio State
DET,Tyler Conklin,83,TE,ACT,75,245,9,Central Michigan
DET,Tyler Lacy,93,DE,ACT,76,300,4,Oklahoma State
GB,Aaron Banks,65,G,ACT,77,325,6,Notre Dame
GB,Anthony Belton,71,OT,ACT,78,336,2,N.C. State
GB,Anthony Campbell,93,DT,ACT,78,307,1,Miami
GB,Arron Mosby,53,DE,DEV,75,250,4,Fresno State
GB,Barryn Sorrell,99,DE,ACT,75,256,2,Texas
GB,Benjamin St-Juste,21,CB,ACT,75,200,6,Minnesota
GB,Bo Melton,,WR,ACT,71,189,3,Rutgers
GB,Brandon Cisse,2,CB,ACT,72,189,R,South Carolina
GB,Brenton Cox Jr.,57,DE,ACT,76,250,4,Florida
GB,Carrington Valentine,24,DB,ACT,72,189,4,Kentucky
GB,Chris Brooks,30,RB,ACT,73,219,4,BYU
GB,Chris Hilton Jr.,37,WR,CUT,72,190,R,LSU
GB,Chris McClellan,55,DT,ACT,76,313,R,Missouri
GB,Christian Watson,9,WR,ACT,76,215,5,North Dakota State
GB,Collin Oliver,45,LB,RSR,74,240,2,Oklahoma State
GB,Cordell Volson,,OT,DEV,78,315,5,North Dakota State
GB,Dalton Cooper,78,OT,DEV,78,326,1,Oklahoma State
GB,Damon Bankston,,RB,DEV,70,186,R,New Mexico
GB,Dani Dennis-Sutton,51,LB,ACT,78,256,R,Penn State
GB,Daniel Whelan,19,P,ACT,77,216,4,UC Davis
GB,Devonte Wyatt,95,DT,ACT,75,304,5,Georgia
GB,Dillon Wade,68,G,DEV,75,316,R,Auburn
GB,Domani Jackson,20,CB,DEV,73,194,R,Alabama
GB,Donovan Jennings,67,OT,ACT,76,323,2,University of South Florida
GB,Drake Dabney,49,TE,DEV,77,246,1,TCU
GB,Edgerrin Cooper,56,LB,ACT,74,229,3,Texas A&M
GB,Eric Johnson,,DT,DEV,76,320,5,Missouri State
GB,Evan Williams,33,SAF,ACT,71,200,3,Oregon
GB,Isaiah McDuffie,58,LB,ACT,73,227,6,Boston College
GB,Isaiah Neyor,80,WR,DEV,76,218,1,Nebraska
GB,J. Michael Sturdivant,87,WR,ACT,75,207,R,Florida
GB,Jacob Monk,62,C,ACT,75,308,3,Duke
GB,Jager Burton,52,C,ACT,76,312,R,Kentucky
GB,Javon Bullard,7,SAF,ACT,70,198,3,Georgia
GB,Javon Hargrave,98,NT,ACT,74,307,11,South Carolina State
GB,Jayden Reed,11,WR,ACT,71,187,4,Michigan State
GB,John Williams,73,G,ACT,76,322,2,Cincinnati
GB,Johnathan Baldwin,37,SAF,RES,72,190,1,UNLV
GB,Jonathan Ford,96,DT,ACT,77,338,4,Miami
GB,Jonnu Smith,18,TE,ACT,75,248,10,Florida International
GB,Jordan Love,10,QB,ACT,76,219,7,Utah State
GB,Jordan Morgan,77,OT,ACT,77,311,3,Arizona
GB,Jordon Riley,97,DT,PUP,77,338,3,Oregon
GB,Josh Gesky,76,OT,DEV,77,308,R,Illinois
GB,Josh Jacobs,8,RB,EXE,70,223,8,Alabama
GB,Josh Whyle,81,TE,ACT,79,248,4,Cincinnati
GB,Kahlef Hailassie,,DB,DEV,73,195,4,Western Kentucky
GB,Kaleb Johnson,26,RB,ACT,72,225,2,Iowa
GB,Kamal Hadden,36,CB,ACT,73,192,2,Tennessee
GB,Karl Brooks,94,DT,ACT,75,296,4,Bowling Green
GB,Kedon Slovis,,QB,DEV,74,223,2,BYU
GB,Keisean Nixon,25,DB,ACT,70,200,8,South Carolina
GB,Kitan Oladapo,27,SAF,ACT,74,216,3,Oregon State
GB,Kristian Welch,54,LB,DEV,75,240,7,Iowa
GB,Lenny Krieg,,K,DEV,74,214,1,
GB,Lukas Van Ness,90,LB,ACT,77,272,4,Iowa
GB,Luke Musgrave,88,TE,PUP,78,253,4,Oregon State
GB,MarShawn Lloyd,32,RB,ACT,69,220,3,USC
GB,Mark Redman,86,TE,ACT,77,258,1,Louisville
GB,Marlon Jones,46,DB,RES,72,190,R,Vanderbilt
GB,Matthew Golden,,WR,ACT,71,191,2,Texas
GB,Matthew Orzech,42,LS,ACT,75,245,7,Azusa Pacific
GB,McCallan Castles,47,TE,RES,76,244,1,Tennessee
GB,Micah Parsons,1,LB,PUP,75,250,6,Penn State
GB,Nick Niemann,31,LB,ACT,75,234,6,Iowa
GB,Nyjalik Kelly,47,DE,DEV,77,263,R,UCF
GB,Pierre Strong,22,RB,DEV,71,207,4,South Dakota State
GB,Quincy Skinner Jr.,,WR,DEV,74,205,1,Vanderbilt
GB,Savion Williams,83,WR,RSR,76,222,2,TCU
GB,Scott Daly,,LS,TRD,73,245,6,Notre Dame
GB,Sean Rhyan,75,OT,ACT,77,320,5,UCLA
GB,Skyy Moore,23,WR,ACT,70,195,5,Western Michigan
GB,Thomas Yassmin,84,TE,RES,77,245,1,Utah
GB,Travis Glover,79,OT,ACT,78,317,3,Georgia State
GB,Trey Dean III,35,SAF,CUT,74,200,1,Florida
GB,Trey Smack,28,K,ACT,73,188,R,Florida
GB,Tucker Kraft,85,TE,ACT,77,259,4,South Dakota State
GB,Ty'Ron Hopper,59,LB,ACT,74,228,3,Missouri
GB,Tyrod Taylor,6,QB,ACT,73,217,16,Virginia Tech
GB,Warren Brinson,91,DT,ACT,77,315,2,Georgia
GB,Xavier McKinney,29,SAF,ACT,72,201,7,Alabama
GB,Zach Bako-Bewele,50,G,ACT,76,304,5,Wake Forest
GB,Zaire Franklin,44,OLB,ACT,72,235,9,Syracuse
HOU,Aiden Fisher,59,LB,ACT,73,231,R,Indiana
HOU,Aireontae Ersery,79,OT,ACT,78,330,2,Minnesota
HOU,Ali Gaye,95,DE,RES,78,265,3,LSU
HOU,Alijah Huzzie,28,CB,DEV,70,195,1,North Carolina
HOU,Austin Brinkman,40,LS,ACT,76,241,2,West Virginia
HOU,Azeez Al-Shaair,,LB,ACT,74,228,8,Florida Atlantic
HOU,Blake Fisher,57,OT,ACT,78,312,3,Notre Dame
HOU,Braden Smith,71,OT,RES,78,312,9,Auburn
HOU,Brevin Jordan,9,TE,ACT,75,245,6,Miami
HOU,British Brooks,44,RB,ACT,71,225,3,North Carolina
HOU,Bryce Hall,34,CB,DEV,73,202,6,Virginia
HOU,Bryce Oliver,,WR,DEV,73,214,3,Youngstown State
HOU,C.J. Stroud,7,QB,ACT,75,218,4,Ohio State
HOU,Cade Stover,8,TE,ACT,76,251,3,Ohio State
HOU,Calen Bullock,2,SAF,ACT,75,190,3,USC
HOU,Chris Braswell,,LB,DEV,75,255,3,Alabama
HOU,Collin Wright,37,CB,ACT,72,195,R,Stanford
HOU,Dalton Schultz,86,TE,ACT,77,242,9,Stanford
HOU,Daniel Sobkowicz,89,WR,DEV,75,205,R,Illinois State
HOU,Danielle Hunter,55,DE,ACT,77,263,12,LSU
HOU,David Montgomery,32,RB,ACT,71,230,8,Iowa State
HOU,Davis Mills,10,QB,ACT,76,225,6,Stanford
HOU,Derek Stingley Jr.,24,CB,ACT,73,195,5,LSU
HOU,Dominique Robinson,94,DE,ACT,77,275,5,Miami (Ohio)
HOU,Dylan Horton,92,DE,RES,76,275,4,TCU
HOU,E.J. Speed,45,LB,PUP,76,227,8,Tarleton State
HOU,Ed Ingram,69,G,ACT,75,307,5,LSU
HOU,Evan Brown,63,C,ACT,75,320,8,SMU
HOU,Febechi Nwaiwu,64,G,ACT,76,319,R,Oklahoma
HOU,Foster Moreau,87,TE,ACT,76,250,8,LSU
HOU,Gavin Gerhardt,,C,DEV,76,235,R,Cincinnati
HOU,George Odum,,DB,DEV,73,202,9,Central Arkansas
HOU,Graham Mertz,18,QB,RES,74,216,2,Florida
HOU,Henry To'oTo'o,39,LB,RES,74,228,4,Alabama
HOU,Ja'Marcus Ingram,20,CB,RSR,74,190,3,Buffalo
HOU,Jacob Hummel,33,LB,ACT,73,229,5,Iowa State
HOU,Jaden Crumedy,,DT,ACT,76,309,3,Mississippi State
HOU,Jadeveon Clowney,90,DE,ACT,77,266,13,South Carolina
HOU,Jake Andrews,60,C,ACT,75,308,4,Troy
HOU,Jake Hansen,35,LB,ACT,73,230,5,Illinois
HOU,Jalen Pitre,5,SAF,ACT,72,200,5,Baylor
HOU,Jamal Hill,56,LB,ACT,72,226,3,Oregon
HOU,James Neal III,70,OT,DEV,78,325,R,Iowa State
HOU,Jared Wayne,17,WR,ACT,75,210,1,Pittsburgh
HOU,Jawhar Jordan,25,RB,DEV,70,186,1,Louisville
HOU,Jayden Higgins,81,WR,RES,76,215,2,Iowa State
HOU,Jaylin Noel,13,WR,ACT,71,200,2,Iowa State
HOU,Jaylin Smith,22,CB,ACT,71,190,2,USC
HOU,Josh Kelly,85,WR,DEV,73,192,1,Texas Tech
HOU,Junior Tafuna,91,DT,DEV,75,305,1,Utah
HOU,K.C. Ossai,52,LB,RES,74,241,1,Louisiana
HOU,Ka'imi Fairbairn,15,K,ACT,72,183,11,UCLA
HOU,Kai Kroeger,38,P,ACT,76,213,2,South Carolina
HOU,Kamari Lassiter,3,CB,ACT,72,180,3,Georgia
HOU,Kamari Ramsey,27,SAF,ACT,72,204,R,USC
HOU,Kayden McDonald,93,DT,RES,75,326,R,Ohio State
HOU,Kayshon Boutte,14,WR,ACT,71,203,4,LSU
HOU,"Kenneth Murray, Jr.",,LB,DEV,74,241,7,Oklahoma
HOU,Keylan Rutledge,66,G,ACT,76,320,R,Georgia Tech
HOU,Lewis Bond,82,WR,DEV,71,190,R,Boston College
HOU,Logan Hall,96,DE,ACT,78,283,5,Houston
HOU,M.J. Stewart,29,SAF,PUP,71,205,9,North Carolina
HOU,Mario Edwards,97,DT,ACT,75,280,11,Florida State
HOU,Mark Gronowski,,QB,CUT,74,226,R,Iowa
HOU,Marlin Klein,83,TE,ACT,78,250,R,Michigan
HOU,Max Pircher,,OT,DEV,79,325,1,
HOU,Mitchell Tinsley,,WR,DEV,73,205,3,Penn State
HOU,Nathan Thomas,78,OT,ACT,77,330,3,Louisiana-Lafayette
HOU,Nico Collins,12,WR,ACT,76,222,6,Michigan
HOU,Noah Whittington,26,RB,DEV,68,203,R,Oregon
HOU,Reed Blankenship,6,SAF,ACT,73,203,5,Middle Tennessee State
HOU,Sabastian Harsh,54,DE,ACT,74,255,R,N.C. State
HOU,Sam Hagen,76,OT,RES,78,320,R,South Dakota State
HOU,Sheldon Rankins,98,DT,ACT,74,305,11,Louisville
HOU,Solomon Byrd,50,DE,RES,75,250,1,USC
HOU,Tank Dell,1,WR,RSR,70,165,4,Houston
HOU,Tommy Togiai,72,DT,ACT,74,296,5,Ohio State
HOU,Tremon Smith,11,CB,ACT,72,190,9,Central Arkansas
HOU,Trent Brown,77,OT,ACT,80,380,12,Florida
HOU,Wade Woodaz,30,LB,ACT,76,235,R,Clemson
HOU,Will Anderson Jr.,51,DE,ACT,76,243,4,Alabama
HOU,Woody Marks,4,RB,ACT,70,208,2,USC
HOU,Wyatt Teller,75,G,ACT,76,315,9,Virginia Tech
HOU,Xavier Hutchinson,19,WR,ACT,75,210,4,Iowa State
HOU,Zaire Mitchell-Paden,,TE,DEV,77,257,1,Florida Atlantic
IND,A.J. Haulcy,25,SAF,ACT,71,215,R,LSU
IND,Adetomiwa Adebawore,95,DT,ACT,74,282,4,Northwestern
IND,Akeem Davis-Gaither,51,LB,ACT,74,238,7,Appalachian State
IND,Alec Pierce,14,WR,ACT,75,211,5,Cincinnati
IND,Anderson Castle,42,RB,DEV,72,220,R,Duke
IND,Andrew Ogletree,85,TE,ACT,77,260,5,Youngstown State
IND,Anthony Gould,6,WR,DEV,68,174,3,Oregon State
IND,Anthony Richardson,5,QB,ACT,76,244,4,Florida
IND,Arden Key,98,DE,ACT,77,240,9,LSU
IND,Ashton Dulin,16,WR,ACT,74,215,8,Malone
IND,Austin Ajiake,58,LB,ACT,73,223,2,UNLV
IND,Bernhard Raimann,79,OT,ACT,78,303,5,Central Michigan
IND,Bryce Boettcher,50,LB,ACT,73,230,R,Oregon
IND,CJ Allen,53,LB,ACT,72,230,R,Georgia
IND,Caden Curry,55,DE,ACT,74,257,R,Ohio State
IND,Cam Taylor-Britt,29,CB,ACT,71,200,5,Nebraska
IND,Cameron Ball,92,DT,DEV,75,310,R,Arkansas
IND,Cameron Mitchell,43,DB,RES,71,191,4,Northwestern
IND,Camryn Bynum,,SAF,ACT,72,200,6,California
IND,Carson Towt,45,TE,RES,79,242,R,Notre Dame
IND,Charvarius Ward,7,CB,ACT,73,196,9,Middle Tennessee State
IND,D.J. Montgomery,2,WR,RES,73,201,5,Austin Peay
IND,DJ Giddens,21,RB,ACT,73,212,2,Kansas State
IND,Dalton Tucker,68,G,ACT,78,307,3,Marshall
IND,Daniel Jones,17,QB,ACT,77,230,8,Duke
IND,Daniel Scott,32,SAF,DEV,73,208,4,California
IND,Davon Booth,,RB,DEV,70,205,R,Mississippi State
IND,DeForest Buckner,99,DT,ACT,79,295,11,Oregon
IND,Deion Burks,80,WR,ACT,69,180,R,Oklahoma
IND,George Gumbs Jr.,52,DE,ACT,76,245,R,Florida
IND,Grover Stewart,90,DT,ACT,76,315,10,Albany State (GA)
IND,Hunter Wohler,30,SAF,ACT,74,213,2,Wisconsin
IND,Jalen Farmer,62,G,ACT,76,312,R,Kentucky
IND,Jalen Travis,75,OT,ACT,80,339,2,Iowa State
IND,Jaylahn Tuimoloau,91,DE,ACT,76,264,2,Ohio State
IND,Jaylon Carlies,57,LB,ACT,75,227,3,Missouri
IND,Jerry Tillery,94,DT,ACT,78,295,8,Notre Dame
IND,Johnathan Edwards,,DB,DEV,73,200,2,Tulane
IND,Jonathan Owens,38,SAF,ACT,71,204,8,Missouri Western
IND,Jonathan Taylor,28,RB,ACT,70,226,7,Wisconsin
IND,Josh Downs,2,WR,ACT,69,171,4,North Carolina
IND,Josh Sills,66,G,DEV,78,325,3,Oklahoma State
IND,Justin Walley,27,CB,ACT,71,190,2,Minnesota
IND,Kapena Gushiken,34,CB,ACT,69,189,R,Mississippi
IND,Keenan Allen,10,WR,ACT,74,211,14,California
IND,Kenneth Harris,33,CB,DEV,72,195,R,Oklahoma State
IND,Kenny Fletcher Jr.,,TE,DEV,75,252,R,Rutgers
IND,Laiatu Latu,97,DE,ACT,77,265,3,UCLA
IND,Laquon Treadwell,13,WR,ACT,74,215,10,Mississippi
IND,Luke Rhodes,46,LS,ACT,74,238,10,William & Mary
IND,Luke Tenuta,67,OT,ACT,80,315,4,Virginia Tech
IND,Matt Goncalves,71,G,ACT,78,317,3,Pittsburgh
IND,Micheal Clemons,72,DE,ACT,77,263,5,Texas A&M
IND,Mitchell Melton,54,DE,DEV,75,253,R,Virginia
IND,Mo Alie-Cox,81,TE,ACT,77,267,9,Virginia Commonwealth Univ.
IND,Nick Westbrook-Ikhine,12,WR,DEV,74,211,7,Indiana
IND,Nolan Rucci,76,OT,DEV,80,314,R,Penn State
IND,Pharaoh Brown,49,TE,DEV,77,246,9,Oregon
IND,Quenton Nelson,56,G,ACT,77,330,9,Notre Dame
IND,Reid Holskey,,OT,DEV,78,306,1,Miami (Ohio)
IND,Rigoberto Sanchez,8,P,ACT,72,195,10,Hawaii
IND,Riley Leonard,15,QB,ACT,76,213,2,Notre Dame
IND,Rob Carter Jr.,39,CB,CUT,70,175,1,Robert Morris
IND,Roy Mbaeteka,78,OT,DEV,80,330,1,
IND,Sauce Gardner,1,CB,ACT,75,190,5,Cincinnati
IND,Sedrick Van Pran-Granger,63,C,ACT,76,315,3,Georgia
IND,Seth McGowan,20,RB,ACT,73,223,R,Kentucky
IND,Spencer Shrader,3,K,ACT,74,201,3,Notre Dame
IND,Tahj Chambers,44,LB,ACT,74,230,R,Mississippi
IND,Tanor Bortolini,60,C,ACT,76,303,3,Wisconsin
IND,Tim Smith,93,DT,ACT,76,306,1,Alabama
IND,Trey Washington,41,SAF,DEV,70,205,1,Mississippi
IND,Tyler Warren,84,TE,ACT,78,256,2,Penn State
IND,West Weeks,47,LB,DEV,73,230,R,LSU
IND,Will Mallory,86,TE,RSR,76,239,4,Miami
JAX,Albert Regis,98,DT,ACT,73,317,R,Texas A&M
JAX,Ameer Abdullah,20,RB,ACT,69,203,12,Nebraska
JAX,Anton Harrison,77,OT,ACT,77,315,4,Oklahoma
JAX,Antonio Johnson,6,SAF,ACT,74,198,4,Texas A&M
JAX,Arik Armstead,91,DT,ACT,79,290,12,Oregon
JAX,Austin Trammell,81,WR,DEV,70,185,4,Rice
JAX,BJ Green II,95,DE,RES,73,270,2,Colorado
JAX,BJ Ojulari,,LB,DEV,74,248,4,LSU
JAX,Bhayshul Tuten,33,RB,ACT,69,209,2,Virginia Tech
JAX,Branson Combs,50,LB,ACT,75,228,2,Wake Forest
JAX,Brenton Strange,85,TE,ACT,76,253,4,Penn State
JAX,Brian Thomas Jr.,7,WR,ACT,74,209,3,LSU
JAX,Bryan Thomas Jr.,57,DE,ACT,74,235,R,South Carolina
JAX,C.J. Williams,18,WR,ACT,73,205,R,Stanford
JAX,Caleb Ransaw,27,SAF,ACT,72,196,2,Tulane
JAX,Cam Little,39,K,ACT,73,172,3,Arkansas
JAX,Cam'Ron Silmon-Craig,42,DB,DEV,70,185,1,Colorado
JAX,Chris Rodriguez Jr.,24,RB,ACT,71,224,4,Kentucky
JAX,Christian Braswell,21,CB,ACT,71,185,3,Rutgers
JAX,Cole Van Lanen,70,G,ACT,76,312,6,Wisconsin
JAX,DaVon Hamilton,52,DT,ACT,76,335,7,Ohio State
JAX,Daniel Faalele,68,G,ACT,80,380,5,Minnesota
JAX,Danny Striggow,92,DE,ACT,77,255,2,Minnesota
JAX,Dennis Gardeck,47,LB,ACT,72,232,9,Sioux Falls
JAX,Eli Cox,,C,DEV,76,309,1,Kentucky
JAX,Emmanuel Pregnon,75,G,ACT,76,318,R,Oregon
JAX,Eric Murray,29,S,ACT,71,199,11,Minnesota
JAX,Ezra Cleveland,76,G,ACT,78,311,7,Boise State
JAX,Foye Oluokun,23,LB,ACT,74,229,9,Yale
JAX,Garrett DiGiorgio,74,OT,RES,79,320,R,UCLA
JAX,Geron Christian,79,OT,DEV,77,335,9,Louisville
JAX,Hayden Rucci,,TE,DEV,77,247,1,Wisconsin
JAX,J'Mari Taylor,30,RB,DEV,69,204,R,Virginia
JAX,Jabbar Muhammad,37,CB,DEV,70,185,1,Oregon
JAX,Jack Kiser,54,LB,ACT,74,231,2,Notre Dame
JAX,Jahlani Tavai,31,LB,ACT,74,255,9,Hawaii
JAX,Jakobi Meyers,3,WR,ACT,74,200,8,N.C. State
JAX,Jalen Huskey,22,SAF,ACT,74,201,R,Maryland
JAX,Jalen McLeod,35,LB,DEV,73,236,2,Auburn
JAX,Jared Bartlett,45,LB,RES,74,237,1,Cincinnati
JAX,Jarrian Jones,4,CB,ACT,71,190,3,Florida State
JAX,Joey Aguilar,17,QB,DEV,75,225,R,Tennessee
JAX,Jonah Monheim,60,C,ACT,77,310,2,USC
JAX,Josh Cameron,19,WR,ACT,73,224,R,Baylor
JAX,Josh Hines-Allen,41,DE,ACT,77,255,8,Kentucky
JAX,Jourdan Lewis,2,CB,ACT,70,190,10,Michigan
JAX,Kaevon Merriweather,,SAF,DEV,72,212,4,Iowa
JAX,Kilian Zierer,78,OT,DEV,79,312,2,Auburn
JAX,LeQuint Allen Jr.,5,RB,ACT,72,201,2,Syracuse
JAX,Logan Cooke,9,P,ACT,77,230,9,Mississippi State
JAX,Matt Dickerson,93,DT,ACT,77,300,6,UCLA
JAX,Michael Wortham,,WR,DEV,69,190,R,Montana
JAX,Montaric Brown,1,CB,ACT,72,190,5,Arkansas
JAX,Nate Boerkircher,87,TE,ACT,77,250,R,Texas A&M
JAX,Nick Mullens,14,QB,DEV,73,210,8,Southern Mississippi
JAX,Parker Hughes,53,LB,RES,73,228,R,Middle Tennessee State
JAX,Parker Washington,11,WR,ACT,70,204,4,Penn State
JAX,Patrick Mekari,65,OT,RSR,76,305,8,California
JAX,Quinn Ewers,10,QB,ACT,74,209,2,Texas
JAX,Quintin Morris,80,TE,ACT,74,243,5,Bowling Green
JAX,Rayuan Lane III,25,SAF,ACT,71,197,2,Navy
JAX,Robert Hainsey,73,OT,ACT,76,306,6,Notre Dame
JAX,Ross Matiscik,46,LS,ACT,72,240,7,Baylor
JAX,Ruke Orhorhoro,99,DT,ACT,76,294,3,Clemson
JAX,Sam Mustipher,69,C,RES,75,306,6,Notre Dame
JAX,T.J. Bollers,94,DT,DEV,74,305,R,California
JAX,Tanner Koziol,88,TE,ACT,79,250,R,Houston
JAX,Tim Jones,13,WR,DEV,73,200,4,Southern Mississippi
JAX,Travis Hunter,12,CB,ACT,73,185,2,Colorado
JAX,Travon Walker,44,DE,ACT,77,272,5,Georgia
JAX,Trebor Pena,86,WR,DEV,70,186,R,Penn State
JAX,Trevor Lawrence,16,QB,ACT,78,220,6,Clemson
JAX,Ventrell Miller,51,LB,ACT,72,232,4,Florida
JAX,Walker Little,72,OT,ACT,79,325,6,Stanford
JAX,Wesley Williams,90,DE,ACT,75,256,R,Duke
JAX,Wyatt Milum,64,OT,ACT,78,317,2,West Virginia
JAX,Zach Durfee,58,DE,RSR,77,258,R,Washington
KC,Alohi Gilman,17,SAF,ACT,70,201,7,Notre Dame
KC,Andrew Armstrong,85,WR,DEV,76,210,1,Arkansas
KC,Ashton Gillotte,97,DE,ACT,75,270,2,Louisville
KC,Ben VanSumeren,,RB,ACT,74,231,4,Michigan State
KC,Brashard Smith,24,RB,ACT,70,196,2,SMU
KC,Bryson Eason,94,DT,ACT,74,323,R,Tennessee
KC,Cam Jones,45,LB,DEV,74,227,4,Indiana
KC,Chamarri Conner,27,DB,ACT,72,202,4,Virginia Tech
KC,Chris Jones,95,DE,ACT,78,310,11,Mississippi State
KC,Christian Roland-Wallace,30,CB,ACT,71,202,3,USC
KC,Cole Christiansen,48,LB,DEV,73,230,2,Army
KC,Cooper McDonald,44,LB,RES,75,240,2,TCU
KC,Creed Humphrey,52,C,ACT,76,302,6,Oklahoma
KC,Cyrus Allen,13,WR,ACT,71,180,R,Cincinnati
KC,D'Arco Perkins-McAllister,46,CB,DEV,73,195,R,Louisiana-Monroe
KC,DeShon Singleton,25,SAF,DEV,75,210,R,Nebraska
KC,Diego Pounds,61,OT,ACT,78,335,R,Mississippi
KC,Drue Tranquill,23,LB,ACT,74,234,8,Notre Dame
KC,Emmanuel Ogbah,90,DE,DEV,76,275,11,Oklahoma State
KC,Emmett Johnson,10,RB,ACT,70,202,R,Nebraska
KC,Ethan Downs,40,LB,RES,76,263,1,Oklahoma
KC,Ethan Driskell,75,OT,DEV,80,313,2,Marshall
KC,Felix Anudike-Uzomah,91,DE,ACT,76,255,4,Kansas State
KC,Garrett Nussmeier,19,QB,ACT,73,205,R,LSU
KC,George Karlaftis,56,DE,ACT,76,263,5,Purdue
KC,Harrison Butker,7,K,ACT,76,205,10,Georgia Tech
KC,Hunter Nourzad,64,C,ACT,75,317,3,Penn State
KC,Jack Cochrane,43,LB,ACT,75,236,5,South Dakota
KC,Jack Pyburn,54,DE,ACT,76,258,R,LSU
KC,Jaden Hicks,21,SAF,ACT,73,215,3,Washington State
KC,Jadon Canady,22,CB,ACT,70,185,R,Oregon
KC,Jake Briningstool,88,TE,ACT,78,240,2,Clemson
KC,Jalen Royals,11,WR,ACT,72,195,2,Utah State
KC,James Winchester,41,LS,ACT,75,240,12,Oklahoma
KC,Jared Wiley,12,TE,ACT,78,249,3,TCU
KC,Jaydn Ott,34,RB,DEV,71,208,R,Oklahoma
KC,Jaylon Moore,77,OT,ACT,76,311,6,Western Michigan
KC,Jeff Caldwell,8,WR,RES,77,215,R,Cincinnati
KC,Jeffrey Bassa,31,LB,ACT,74,235,2,Oregon
KC,Jimmy Holiday,82,WR,RES,73,211,1,Louisiana Tech
KC,John Michael Gyllenborg,84,TE,RES,77,251,R,Wyoming
KC,Josh Simmons,71,OT,ACT,77,310,2,Ohio State
KC,Joshua Ezeudu,73,G,ACT,76,310,5,North Carolina
KC,Justin Fields,6,QB,ACT,75,227,6,Ohio State
KC,Kader Kohou,26,CB,DEV,70,195,5,East Texas A&M
KC,Kahlil Benson,70,OT,ACT,78,319,R,Indiana
KC,Kenneth Walker III,9,RB,ACT,69,211,5,Michigan State
KC,Khyiris Tonga,92,DT,ACT,74,335,6,BYU
KC,Kingsley Suamataia,76,OT,ACT,76,326,3,BYU
KC,Kristian Fulton,8,CB,ACT,71,197,6,LSU
KC,L'Jarius Sneed,38,CB,ACT,73,192,7,Louisiana Tech
KC,Mansoor Delane,5,CB,ACT,72,190,R,LSU
KC,Marcus Harris,96,DT,DEV,75,295,1,Auburn
KC,Matt Araiza,14,P,ACT,74,200,3,San Diego State
KC,Matt Waletzko,73,OT,RES,80,305,4,North Dakota
KC,Melvin Smith Jr.,39,DB,DEV,73,185,1,Southern Arkansas
KC,Michael Heldman,,LB,DEV,76,260,R,Central Michigan
KC,Mike Caliendo,66,G,ACT,76,300,4,Western Michigan
KC,Nate Carter,,RB,DEV,70,202,2,Michigan State
KC,Nick Bolton,32,LB,ACT,71,237,6,Missouri
KC,Nikko Remigio,81,WR,ACT,69,187,2,Fresno State
KC,Noah Gray,83,TE,ACT,75,240,6,Duke
KC,Nohl Williams,20,CB,ACT,73,200,2,California
KC,Omari Evans,80,WR,DEV,72,195,R,Washington
KC,Omarr Norman-Lott,55,DT,PUP,75,315,2,Tennessee
KC,Patrick Mahomes,15,QB,ACT,74,225,10,Texas Tech
KC,Pete Nygra,50,C,DEV,76,300,R,Louisville
KC,Peter Woods,99,DT,ACT,75,310,R,Clemson
KC,R Mason Thomas,51,DE,ACT,74,249,R,Oklahoma
KC,Rashee Rice,4,WR,ACT,73,203,4,SMU
KC,Tanner McCalister,34,SAF,CUT,71,191,1,Ohio State
KC,Thomas Odukoya,,TE,DEV,78,253,2,Eastern Michigan
KC,Travis Kelce,87,TE,ACT,77,250,14,Cincinnati
KC,Trey Smith,65,G,ACT,78,321,6,Tennessee
KC,Tyquan Thornton,2,WR,ACT,74,185,5,Baylor
