team,player_name,jersey,pos,nfl_status,height,weight,experience,college
KC,Tyreke Smith,57,DE,DEV,75,255,3,Ohio State
KC,Xavier Nwankpa,29,SAF,ACT,74,213,R,Iowa
KC,Xavier Worthy,1,WR,ACT,71,165,3,Texas
LA,Aaron Donald,99,DE,ACT,73,285,11,Pittsburgh
LA,Alaric Jackson,77,OT,ACT,79,338,6,Iowa
LA,Alex Bachman,5,WR,DEV,72,190,3,Wake Forest
LA,Austin Blaske,64,OT,DEV,77,310,R,North Carolina
LA,Beaux Limmer,50,G,ACT,77,318,3,Arkansas
LA,Bill Murray,66,G,ACT,76,265,2,William & Mary
LA,Bill Norton,93,DE,DEV,78,335,1,Texas
LA,Blake Corum,24,RB,ACT,68,202,3,Michigan
LA,Blake Hance,72,G,DEV,77,310,6,Northwestern
LA,Braden Fiske,55,DE,ACT,77,294,3,Florida State
LA,Brennan Presley,81,WR,DEV,68,174,1,Oklahoma State
LA,Byron Young,,LB,ACT,74,260,4,Tennessee
LA,CJ Daniels,6,WR,ACT,74,202,R,Miami
LA,Cam Lampkin,21,DB,DEV,71,176,1,Washington State
LA,Colby Parkinson,84,TE,ACT,79,265,7,Stanford
LA,Coleman Shelton,65,C,ACT,77,292,8,Washington
LA,Dan Villari,38,TE,DEV,76,243,R,Syracuse
LA,Daniel Rickert,40,LB,RES,74,232,R,Virginia
LA,Darryl Peterson III,59,OLB,DEV,73,260,R,Wisconsin
LA,Davante Adams,17,WR,ACT,73,204,13,Fresno State
LA,David Quessenberry,68,OT,ACT,77,310,9,San Jose State
LA,Davis Allen,87,TE,ACT,78,253,4,Clemson
LA,Dean Connors,33,RB,DEV,71,206,R,Houston
LA,Desjuan Johnson,94,LB,ACT,75,278,4,Toledo
LA,Dylan McMahon,63,C,ACT,75,290,2,N.C. State
LA,Eddie Walls III,,LB,RES,76,250,R,Houston
LA,Elias Neal,58,LB,ACT,72,221,2,Marshall
LA,Emmanuel Forbes,1,CB,ACT,72,173,4,Mississippi State
LA,Ethan Evans,42,P,ACT,75,253,4,Wingate
LA,Grant Stuard,44,LB,ACT,71,230,6,Houston
LA,Harrison Mevis,92,K,ACT,72,245,2,Missouri
LA,Jack Bouwmeester,14,P,DEV,74,205,R,Texas
LA,Jamie Sheriff,,LB,DEV,73,254,1,South Alabama
LA,Jaxson Moi,,DT,DEV,74,305,R,Tennessee
LA,Jaylen McCollough,2,SAF,ACT,72,211,3,Tennessee
LA,Jaylen Watson,35,CB,ACT,74,197,5,Washington State
LA,Joe Cardona,49,LS,ACT,74,245,12,Navy
LA,Jordan Waters,32,RB,DEV,72,219,1,N.C. State
LA,Jordan Whittington,88,WR,ACT,73,202,3,Texas
LA,Josaiah Stewart,10,LB,ACT,73,251,2,Michigan
LA,Josh Wallace,30,CB,ACT,72,190,3,Michigan
LA,Justin Dedich,67,OL,RSR,74,296,3,USC
LA,Kam Curl,3,SAF,ACT,74,207,7,Arkansas
LA,Kamren Kinchens,5,SAF,ACT,72,201,3,Miami
LA,Keagen Trost,79,OT,RSR,76,315,R,Missouri
LA,Keir Thomas,11,LB,RES,74,260,4,Florida State
LA,Kevin Dotson,69,G,ACT,76,328,7,Louisiana-Lafayette
LA,Kobie Turner,91,DE,ACT,74,294,4,Wake Forest
LA,Konata Mumpfield,4,WR,ACT,73,188,2,Pittsburgh
LA,Kyren Williams,23,RB,ACT,69,207,5,Notre Dame
LA,Larrell Murchison,52,DT,DEV,74,295,7,N.C. State
LA,Matthew Caldwell,2,QB,RES,76,209,R,Texas
LA,Matthew Stafford,9,QB,ACT,75,214,18,Georgia
LA,Max Klare,86,TE,ACT,76,246,R,Ohio State
LA,Myles Garrett,95,LB,RES,76,272,10,Texas A&M
LA,Nate Landman,53,LB,ACT,75,235,5,Colorado
LA,Nick Andersen,45,SAF,DEV,71,197,R,Wake Forest
LA,Nyzier Fourqurean,25,CB,DEV,73,190,R,Wisconsin
LA,Omar Speights,48,LB,ACT,73,234,3,LSU
LA,Poona Ford,97,DT,ACT,71,314,9,Texas
LA,Puka Nacua,12,WR,ACT,74,216,4,BYU
LA,Quentin Lake,37,SAF,ACT,73,204,5,UCLA
LA,Ronnie Rivers,20,RB,ACT,69,198,5,Fresno State
LA,Shaun Dolac,56,LB,ACT,73,222,2,Buffalo
LA,Stetson Bennett,13,QB,ACT,71,190,3,Georgia
LA,Steve Avila,73,G,ACT,75,332,4,TCU
LA,Tanner Ingle,34,SAF,ACT,68,186,1,N.C. State
LA,Terrance Ferguson,18,TE,ACT,77,252,2,Oregon
LA,Trent McDuffie,22,CB,ACT,71,193,5,Washington
LA,Tutu Atwell,8,WR,ACT,69,165,6,Louisville
LA,Ty Hamilton,57,DT,ACT,75,301,2,Ohio State
LA,Ty Simpson,15,QB,ACT,73,211,R,Alabama
LA,Tyler Davis,90,DE,ACT,74,306,3,Clemson
LA,Tyler Higbee,89,TE,ACT,78,253,11,Western Kentucky
LA,Warren McClendon Jr.,71,OT,ACT,76,315,4,Georgia
LA,Wesley Bailey,47,LB,ACT,77,265,R,Louisville
LA,Xavier Smith,19,WR,ACT,69,180,3,Florida A&M
LAC,Akheem Mesidor,90,LB,ACT,75,280,R,Miami
LAC,Alec Ingold,30,FB,ACT,73,240,8,Wisconsin
LAC,Alex Harkey,73,G,ACT,78,327,R,Oregon
LAC,Amar Johnson,35,RB,DEV,70,205,1,South Dakota State
LAC,Andre Carter II,51,LB,DEV,78,256,2,Army
LAC,Branson Taylor,71,OT,RSR,78,330,1,Pittsburgh
LAC,Brenen Thompson,89,WR,ACT,69,170,R,Mississippi State
LAC,Bud Dupree,48,OLB,ACT,76,269,12,Kentucky
LAC,Caleb Murphy,,LB,DEV,75,254,4,Ferris State
LAC,Cam Hart,20,CB,ACT,74,207,3,Notre Dame
LAC,Cameron Dicker,11,K,ACT,73,216,5,Texas
LAC,Charlie Kolar,88,TE,ACT,78,250,5,Iowa State
LAC,Cole Strange,69,G,ACT,77,305,5,Tennessee-Chattanooga
LAC,DJ Uiagalelei,7,QB,DEV,76,252,1,Florida State
LAC,Daiyan Henley,,LB,ACT,73,225,4,Washington State
LAC,Dalvin Tomlinson,94,DE,ACT,75,317,10,Alabama
LAC,David Njoku,83,TE,ACT,76,246,12,Miami
LAC,Deane Leonard,33,CB,ACT,72,195,5,Mississippi
LAC,Del'Shawn Phillips,53,LB,ACT,74,230,7,Illinois
LAC,Denzel Perryman,6,MLB,RES,71,240,12,Miami
LAC,Derius Davis,12,WR,ACT,68,165,4,TCU
LAC,Derwin James,3,FS,ACT,74,215,9,Florida State
LAC,Donte Jackson,26,CB,ACT,70,180,8,LSU
LAC,Elijah Molden,2,CB,ACT,70,191,6,Washington
LAC,Evan Svoboda,49,TE,DEV,77,251,R,Wyoming
LAC,Gary Jennings,,WR,ACT,73,216,2,West Virginia
LAC,Genesis Smith,22,SAF,ACT,74,204,R,Arizona
LAC,Gregory Desrosiers,31,RB,DEV,71,200,R,Memphis
LAC,Isaiah World,67,OT,RSN,80,318,R,Oregon
LAC,Isas Waxter,,DB,DEV,73,205,1,Villanova
LAC,J.K. Scott,16,P,ACT,77,208,8,Alabama
LAC,Jacob Spomer,60,C,ACT,75,290,R,Fresno State
LAC,Jake Slaughter,66,C,ACT,76,308,R,Florida
LAC,Jamaree Caldwell,99,DT,ACT,73,340,2,Oregon
LAC,Joe Alt,76,OT,ACT,80,322,3,Notre Dame
LAC,Jordan Jefferson,,DT,DEV,76,317,3,LSU
LAC,Josh Harris,47,LS,ACT,73,224,15,Auburn
LAC,Josh Kaltenberger,68,C,DEV,78,308,1,Maryland
LAC,Junior Colson,25,LB,DEV,75,247,3,Michigan
LAC,Justin Eboigbe,92,DT,ACT,77,292,3,Alabama
LAC,Justin Herbert,10,QB,ACT,78,236,7,Oregon
LAC,Kaiir Elam,,CB,DEV,73,191,5,Florida
LAC,Kayode Awosika,74,G,ACT,75,312,5,Buffalo
LAC,KeAndre Lambert-Smith,84,WR,RES,73,182,2,Auburn
LAC,Keaton Mitchell,34,RB,ACT,68,191,4,East Carolina
LAC,Kendall Williamson,32,SAF,ACT,72,203,2,Stanford
LAC,Khalil Mack,52,OLB,ACT,75,269,13,Buffalo
LAC,Kimani Vidal,28,RB,ACT,68,215,3,Troy
LAC,Ladd McConkey,15,WR,ACT,72,185,3,Georgia
LAC,Laekin Vakalahi,78,OT,DEV,77,327,1,
LAC,Lander Barton,57,LB,DEV,77,240,R,Utah
LAC,Logan Taylor,65,G,ACT,79,312,R,Boston College
LAC,Marlowe Wax,58,LB,ACT,73,236,2,Syracuse
LAC,Marquez Valdes-Scantling,,WR,DEV,76,206,9,University of South Florida
LAC,Nick Barrett,91,DT,ACT,75,327,R,South Carolina
LAC,Nikko Reed,46,DB,TRC,70,180,2,Oregon
LAC,Omarion Hampton,8,RB,ACT,72,220,2,North Carolina
LAC,Oronde Gadsden II,86,TE,ACT,77,236,2,Syracuse
LAC,Patrick Herbert,,TE,DEV,77,255,1,Oregon
LAC,Quentin Johnston,1,WR,ACT,74,208,4,TCU
LAC,R.J. Mickens,27,SAF,ACT,72,210,2,Clemson
LAC,Rashawn Slater,70,OT,ACT,76,315,6,Northwestern
LAC,Rodney Shelley,24,DB,ACT,71,180,R,Georgia Tech
LAC,Scott Matlock,44,DT,RSR,76,296,4,Boise State
LAC,Tarheeb Still,4,CB,ACT,73,196,3,Maryland
LAC,Teair Tart,93,DT,ACT,74,315,7,Florida International
LAC,Terry Webb,64,DT,DEV,75,313,R,SMU
LAC,Theo Wease Jr.,,WR,DEV,74,210,1,Missouri
LAC,Tony Jefferson,23,S,ACT,71,211,12,Oklahoma
LAC,Travis Burke,77,OT,ACT,81,315,R,Memphis
LAC,Tre Harris,9,WR,ACT,75,210,2,Mississippi
LAC,Trevor Penning,75,OT,ACT,79,325,5,Northern Iowa
LAC,Trey Lance,5,QB,ACT,76,226,6,North Dakota State
LAC,Trey Pipkins,79,OT,ACT,78,307,8,Sioux Falls
LAC,Troy Dye,43,LB,ACT,75,225,7,Oregon
LAC,Tuli Tuipulotu,45,LB,ACT,75,266,4,USC
LAC,Tyler Biadasz,63,C,RES,76,318,7,Wisconsin
LV,AJ Cole,6,P,ACT,76,220,8,N.C. State
LV,Adam Butler,69,DT,ACT,77,300,9,Vanderbilt
LV,Aidan O'Connell,12,QB,ACT,75,206,4,Purdue
LV,Alex Ward,47,LS,ACT,76,240,4,UCF
LV,Ashton Jeanty,2,RB,ACT,68,208,2,Boise State
LV,Azeez Ojulari,,LB,DEV,75,240,6,Georgia
LV,Brandon Cleveland,90,DT,DEV,75,307,R,N.C. State
LV,Brennan Jackson,54,LB,RES,76,259,3,Washington State
LV,Brock Bowers,89,TE,ACT,75,235,3,Georgia
LV,Bryce Cabeldue,,G,ACT,76,308,2,Kansas
LV,Caleb Rogers,76,G,ACT,76,312,2,Texas Tech
LV,Cameron McGrone,57,LB,DEV,73,234,3,Michigan
LV,Carter Runyon,84,TE,RSR,76,243,2,Towson
LV,Charles Grant,60,OT,ACT,76,304,2,William & Mary
LV,Chigozie Anusiem,29,DB,RES,73,200,2,Colorado State
LV,Chris Collier,33,RB,RES,71,206,2,University of Lock Haven
LV,Chris Myarick,41,TE,DEV,77,261,5,Temple
LV,Cian Slone,48,DE,DEV,75,239,R,N.C. State
LV,Cody Lindenberg,55,LB,ACT,74,236,2,Minnesota
LV,Cody White,,WR,DEV,75,227,5,Michigan State
LV,Connor Heyward,34,FB,ACT,72,230,5,Michigan State
LV,Corey Rucker,32,WR,RES,72,213,R,Arkansas State
LV,DJ Glaze,71,OT,ACT,76,331,3,Maryland
LV,Dalton Johnson,43,SAF,ACT,71,198,R,Arizona
LV,Dare Ogunbowale,32,RB,DEV,71,205,8,Wisconsin
LV,Dareke Young,81,WR,ACT,74,224,5,Lenoir Rhyne
LV,Darien Porter,26,CB,ACT,74,195,2,Iowa State
LV,Darrell Luter Jr.,25,CB,ACT,72,190,4,South Alabama
LV,Deven Thompkins,83,WR,DEV,68,155,5,Utah State
LV,Dont'e Thornton Jr.,10,WR,RES,77,205,2,Tennessee
LV,Dylan Laube,23,RB,ACT,70,206,3,New Hampshire
LV,Eric Stokes,5,CB,ACT,72,194,6,Georgia
LV,Evan Neal,,G,DEV,79,340,5,Alabama
LV,Fernando Mendoza,15,QB,ACT,77,225,R,Indiana
LV,Foley Fatukasi,94,DT,ACT,76,318,8,Connecticut
LV,Greedy Vance,22,CB,DEV,70,168,2,USC
LV,Hezekiah Masses,35,CB,ACT,73,185,R,California
LV,Ian Thomas,80,TE,ACT,75,253,9,Indiana
LV,Isaiah Pola-Mao,20,SAF,ACT,75,204,5,USC
LV,JJ Pegues,92,DT,ACT,74,325,2,Mississippi
LV,Jack Bech,18,WR,ACT,73,214,2,TCU
LV,Jackson Powers-Johnson,58,C,ACT,75,325,3,Oregon
LV,Jalen Nailor,9,WR,ACT,72,190,5,Michigan State
LV,Jeremy Chinn,11,SAF,ACT,75,220,7,Southern Illinois
LV,Jermod McCoy,28,CB,ACT,72,193,R,Tennessee
LV,Jonah Laulu,96,DT,ACT,77,289,3,Oklahoma
LV,Justin Pickett,77,G,RES,79,311,R,Duke
LV,Justin Shorter,88,TE,RES,76,227,4,Florida
LV,Kansei Matsuzawa,38,K,DEV,74,200,R,Hawaii
LV,Keyron Crawford,42,DE,RES,76,253,R,Auburn
LV,Kirk Cousins,8,QB,ACT,75,209,15,Michigan State
LV,Kolton Miller,74,OT,ACT,80,326,9,UCLA
LV,Kwity Paye,95,DE,ACT,75,265,6,Michigan
LV,Malcolm Koonce,51,DE,ACT,74,243,6,Buffalo
LV,Malik Benson,19,WR,ACT,73,195,R,Oregon
LV,Matt Gay,14,K,ACT,72,232,5,Utah
LV,Maxx Crosby,98,DE,ACT,77,255,8,Eastern Michigan
LV,Michael Mayer,87,TE,ACT,76,256,4,Notre Dame
LV,Mike Washington Jr.,4,RB,ACT,74,228,R,Arkansas
LV,Nakobe Dean,17,LB,ACT,71,229,5,Georgia
LV,Niklas Henning,73,OT,DEV,77,291,R,Queens University (Canada)
LV,Patrick Gurd,,TE,DEV,76,250,R,Cincinnati
LV,Patrick Johnson,93,DE,ACT,74,248,6,Tulane
LV,Quay Walker,7,LB,ACT,76,240,5,Georgia
LV,Roman Hemby,37,RB,DEV,72,210,R,Indiana
LV,Ronnie Bell,,WR,DEV,72,192,3,Michigan
LV,Segun Olubi,50,LB,ACT,74,220,4,San Diego State
LV,Spencer Burford,70,G,ACT,76,300,5,Texas-San Antonio
LV,Taron Johnson,3,CB,ACT,71,192,9,Weber State
LV,Thomas Booker,99,DT,ACT,75,301,4,Stanford
LV,Tim Keenan III,,DT,DEV,74,320,R,Alabama
LV,Tommy Eichenberg,44,LB,ACT,74,233,3,Ohio State
LV,Tonka Hemingway,97,DT,ACT,74,284,2,South Carolina
LV,Tre Tucker,1,WR,ACT,68,182,4,Cincinnati
LV,Trey Zuhn III,66,G,ACT,79,319,R,Texas A&M
LV,Treydan Stukes,31,SAF,ACT,74,200,R,Arizona
LV,Tristin McCollum,27,DB,ACT,75,195,3,Sam Houston State
LV,Tyler Linderbaum,65,C,ACT,74,305,5,Iowa
LV,Will Putnam,67,C,DEV,76,301,2,Clemson
MIA,Aaron Brewer,55,C,ACT,73,290,7,Texas State-San Marcos
MIA,Amari Gainer,,LB,DEV,75,240,2,North Carolina
MIA,Andrew Meyer,60,C,ACT,75,290,3,Texas-El Paso
MIA,Austin Jackson,73,OT,ACT,77,305,7,USC
MIA,Bradley Pinion,48,P,ACT,77,250,12,Clemson
MIA,Brady Cook,15,QB,ACT,74,215,2,Missouri
MIA,Caedan Wallace,77,G,ACT,77,314,3,Penn State
MIA,Cal Adomitis,,LS,DEV,74,238,5,Pittsburgh
MIA,Caleb Douglas,7,WR,ACT,76,208,R,Texas Tech
MIA,Carlos Washington,26,RB,DEV,71,210,1,Southeastern Louisiana
MIA,Chop Robinson,44,LB,ACT,75,265,3,Penn State
MIA,Chris Bell,18,WR,ACT,74,228,R,Louisville
MIA,Chris Johnson,3,CB,ACT,72,196,R,San Diego State
MIA,Chukwuebuka Godrick,79,OT,ACT,77,295,1,
MIA,Clelin Ferrell,98,DE,DEV,76,265,8,Clemson
MIA,Cole Turner,87,TE,RES,78,240,3,Nevada
MIA,DJ Campbell,63,G,ACT,75,321,R,Texas
MIA,DJ Herman,34,RB,ACT,73,242,R,San Diego State
MIA,Dante Trader Jr.,11,SAF,ACT,71,202,2,Maryland
MIA,Darrell Baker Jr.,22,CB,PUP,73,190,4,Georgia Southern
MIA,De'Von Achane,28,RB,ACT,69,195,4,Texas A&M
MIA,Ethan Bonner,27,CB,DEV,73,190,3,Stanford
MIA,Gottlieb Ayedze,72,OT,DEV,76,309,1,Maryland
MIA,Greg Dulcich,85,TE,ACT,76,245,5,UCLA
MIA,Jackson Woodard,42,LB,ACT,74,230,1,UNLV
MIA,Jacob Rodriguez,10,LB,ACT,73,235,R,Texas Tech
MIA,Jalen Reagor,88,WR,DEV,71,197,6,TCU
MIA,Jalen Tolbert,1,WR,ACT,73,195,5,South Alabama
MIA,Jarquez Hunter,,RB,DEV,70,211,2,Auburn
MIA,Jarrett Kingston,62,OT,ACT,76,308,3,USC
MIA,Jason Marshall Jr.,4,CB,ACT,72,204,2,Florida
MIA,Jaylen Wright,5,RB,ACT,70,205,3,Tennessee
MIA,Jaylin Simpson,,CB,ACT,72,180,1,Auburn
MIA,Jonah Savaiinaea,71,G,ACT,77,326,2,Arizona
MIA,Jordan Miller,,DT,DEV,75,307,1,SMU
MIA,Jordan Phillips,94,DT,ACT,75,324,2,Maryland
MIA,Jordyn Brooks,20,LB,ACT,72,240,7,Texas Tech
MIA,Joshua Uche,9,LB,ACT,75,252,7,Michigan
MIA,Julius Brents,8,CB,ACT,75,203,4,Kansas State
MIA,Julius Wood,25,DB,ACT,73,202,2,East Carolina
MIA,Justin Joly,80,TE,ACT,75,241,R,N.C. State
MIA,Kadyn Proctor,74,OT,ACT,79,360,R,Alabama
MIA,Keith Cooper Jr.,97,DE,ACT,77,285,1,Houston
MIA,Kenneth Grant,78,DT,RSR,75,335,2,Michigan
MIA,Kevin Coleman Jr.,21,WR,ACT,70,180,R,Missouri
MIA,Kyle Louis,19,LB,RES,72,225,R,Pittsburgh
MIA,Kyle McCord,14,QB,ACT,75,218,1,Syracuse
MIA,Liam Anderson,,LB,CUT,75,230,1,Holy Cross
MIA,Major Burns,43,SAF,DEV,74,207,1,LSU
MIA,Malik Herring,90,DE,ACT,75,280,6,Georgia
MIA,Malik Washington,6,WR,ACT,68,192,3,Virginia
MIA,Malik Willis,2,QB,ACT,73,225,5,Liberty
MIA,Marcellas Dial Jr.,24,DB,ACT,72,190,3,South Carolina
MIA,Max Llewellyn,57,DE,DEV,77,263,R,Iowa
MIA,Mazi Smith,,DT,DEV,75,337,4,Michigan
MIA,Michael Taaffe,16,SAF,ACT,72,190,R,Texas
MIA,Ollie Gordon II,,RB,ACT,74,225,2,Oklahoma State
MIA,Patrick Paul,52,OT,ACT,79,326,3,Houston
MIA,Reese Taylor,35,DB,ACT,71,190,2,Purdue
MIA,Rene Konga,95,DE,RES,75,298,R,Louisville
MIA,Riley Patterson,47,K,ACT,72,196,6,Memphis
MIA,Rob Beal Jr.,51,DE,ACT,76,264,4,Georgia
MIA,Rodney McGraw,59,DE,DEV,76,264,R,Western Michigan
MIA,Ronnie Harrison,56,LB,RES,74,220,9,Alabama
MIA,Ryan Miller,84,WR,ACT,74,221,3,Furman
MIA,Seydou Traore,83,TE,ACT,76,242,R,Mississippi State
MIA,Storm Duck,29,CB,PUP,72,195,3,Louisville
MIA,Tre Watson,,TE,DEV,77,250,1,Texas A&M
MIA,Trey Moore,17,LB,RSR,74,243,R,Texas
MIA,Tucker Addington,46,LS,ACT,74,230,1,Sam Houston State
MIA,Will Kacmarek,89,TE,ACT,78,264,R,Ohio State
MIA,Will Sheppard,,WR,DEV,75,196,1,Colorado
MIA,Willie Gay Jr.,40,LB,ACT,73,246,7,Mississippi State
MIA,Zach Sieler,92,DE,ACT,78,300,9,Ferris State
MIA,Zayne Anderson,23,SAF,ACT,74,206,4,BYU
MIA,Zeek Biggers,93,DT,ACT,78,315,2,Georgia Tech
MIN,Aaron Jones,33,RB,ACT,69,208,10,Texas-El Paso
MIN,Andrew DePaola,42,LS,ACT,73,227,12,Rutgers
MIN,Andrew Van Ginkel,43,OLB,ACT,76,242,8,Wisconsin
MIN,Bangally Kamara,59,LB,DEV,74,235,R,Kansas
MIN,Ben Yurosek,85,TE,RES,76,251,2,Georgia
MIN,Blake Brandel,64,C,ACT,79,315,6,Oregon State
MIN,Blake Cashman,51,LB,ACT,73,235,8,Minnesota
MIN,Bo Richter,98,LB,ACT,73,248,3,Air Force
MIN,Brett Thorson,47,P,ACT,73,237,R,Georgia
MIN,Brian O'Neill,75,OT,ACT,79,310,9,Pittsburgh
MIN,Bryce Phillips,40,CB,DEV,72,195,R,San Diego State
MIN,Bryson Nesbit,83,TE,RES,77,228,1,North Carolina
MIN,Byron Murphy,7,CB,ACT,71,190,8,Washington
MIN,Caleb Banks,95,DT,ACT,78,329,R,Florida
MIN,Caleb Tiernan,78,OT,ACT,79,323,R,Northwestern
MIN,Cam Grandy,,TE,DEV,77,253,3,Illinois State
MIN,Carson Wentz,11,QB,ACT,77,237,11,North Dakota State
MIN,Charles Demmings,20,CB,ACT,73,193,R,Stephen F. Austin State
MIN,Chaz Chambliss,40,LB,ACT,73,244,2,Georgia
MIN,Christian Darrisaw,71,OT,ACT,77,315,6,Virginia Tech
MIN,Da'Veawn Armstead,38,CB,DEV,73,183,R,North Texas
MIN,Dallas Turner,15,LB,ACT,75,247,3,Alabama
MIN,DeeJay Dallas,,RB,ACT,70,225,7,Miami
MIN,Demond Claiborne,21,RB,ACT,70,188,R,Wake Forest
MIN,Dillon Bell,89,WR,DEV,73,210,R,Georgia
MIN,Domonique Orange,97,DT,ACT,74,322,R,Iowa State
MIN,Donovan Jackson,74,G,ACT,76,324,2,Ohio State
MIN,Elijah Williams,99,DE,ACT,75,298,2,Morgan State
MIN,Eric Wilson,55,LB,ACT,73,230,10,Cincinnati
MIN,Gavin Bartholomew,86,TE,ACT,77,249,2,Pittsburgh
MIN,Harrison Smith,,FS,ACT,74,211,15,Notre Dame
MIN,Henry Byrd,68,G,DEV,77,314,1,Princeton
MIN,Isaiah Rodgers,2,CB,ACT,70,180,6,UMass Amherst
MIN,Ivan Pace Jr.,,LB,ACT,70,236,4,Cincinnati
MIN,J.J. McCarthy,9,QB,ACT,75,219,3,Michigan
MIN,Jack Nelson,,OT,DEV,79,314,2,Wisconsin
MIN,Jacob Thomas,39,SAF,ACT,73,212,R,James Madison
MIN,Jahvaree Ritzie,96,DT,DEV,76,290,1,North Carolina
MIN,Jake Golday,41,LB,ACT,76,240,R,Cincinnati
MIN,Jakobe Thomas,8,SAF,ACT,73,211,R,Miami
MIN,Jalen Redmond,61,DL,ACT,75,305,3,Oklahoma
MIN,Jamal Adams,32,LB,RES,73,213,10,LSU
MIN,James Pierre,23,CB,ACT,74,185,7,Florida Atlantic
MIN,Jauan Jennings,14,WR,ACT,75,212,6,Tennessee
MIN,Jay Ward,24,SAF,ACT,73,190,4,LSU
MIN,Jerome Ford,,RB,DEV,70,210,5,Cincinnati
MIN,Jeshaun Jones,82,WR,SUS,73,188,1,Maryland
MIN,Jihad Ward,,LB,DEV,77,285,11,Illinois
MIN,Joe Huber,60,G,ACT,77,310,2,Wisconsin
MIN,Jordan Addison,3,WR,ACT,71,179,4,USC
MIN,Jordan Mason,27,RB,RES,71,230,5,Georgia Tech
MIN,Josh Metellus,44,SAF,ACT,71,207,7,Michigan
MIN,Josh Oliver,84,TE,ACT,77,264,8,San Jose State
MIN,Justin Jefferson,18,WR,ACT,73,195,7,LSU
MIN,Kyle Van Noy,,MLB,DEV,75,255,13,BYU
MIN,Kyler Murray,1,QB,ACT,70,207,8,Oklahoma
MIN,Levi Drake Rodriguez,50,DL,ACT,74,307,3,East Texas A&M
MIN,Maceo Beard-Aigret,,SAF,DEV,73,206,R,
MIN,Max Bredeson,45,RB,ACT,74,252,R,Michigan
MIN,Max Brosmer,12,QB,DEV,74,217,2,Minnesota
MIN,Michael Briscoe,46,WR,DEV,74,209,R,Cal Poly (San Luis Obispo)
MIN,Michael Jurgens,65,G,RSR,76,311,3,Wake Forest
MIN,Myles Price,4,WR,ACT,69,183,2,Indiana
MIN,Naquan Jones,,DT,DEV,75,313,6,Michigan State
MIN,Nick Samac,,C,ACT,76,317,3,Michigan State
MIN,Ryan Van Demark,72,OT,ACT,78,307,4,Connecticut
MIN,T.J. Hockenson,87,TE,ACT,77,248,8,Iowa
MIN,Tai Felton,13,WR,ACT,73,186,2,Maryland
MIN,Taki Taimani,94,DL,RES,73,324,2,Oregon
MIN,Tavierre Thomas,37,SAF,DEV,70,212,9,Ferris State
MIN,Theo Jackson,26,DB,ACT,73,205,5,Tennessee
MIN,Trayvon Rudolph,30,WR,DEV,70,187,R,Toledo
MIN,Trevor Keegan,,G,ACT,77,315,3,Michigan
MIN,Tyler Batty,92,LB,RES,77,271,2,BYU
MIN,Tyreek Chappell,28,CB,RES,71,180,R,Texas A&M
MIN,Tyrion Ingram-Dawkins,90,DT,ACT,77,290,2,Georgia
MIN,Will Fries,76,G,ACT,78,321,6,Penn State
MIN,Will Reichard,16,K,ACT,73,190,3,Alabama
MIN,Zemaiah Vaughn,5,CB,ACT,75,180,1,Utah
NE,A.J. Brown,1,WR,RES,73,226,8,Mississippi
NE,Alijah Vera-Tucker,75,G,ACT,77,308,6,USC
NE,Andy Borregales,8,K,ACT,71,202,2,Miami
NE,Behren Morton,15,QB,ACT,74,218,R,Texas Tech
NE,Ben Brown,77,C,ACT,77,312,4,Mississippi
NE,Brenden Schooler,41,SAF,RSN,73,210,5,Texas
NE,Bryce Baringer,17,P,RES,74,215,4,Michigan State
NE,Caleb Lomu,74,OT,ACT,78,313,R,Utah
NE,Cameron Dorner,88,WR,DEV,73,188,R,North Texas
NE,Cameron Latu,36,TE,ACT,77,244,3,Alabama
NE,Carlton Davis III,7,CB,ACT,73,200,8,Auburn
NE,Chandler Brayboy,,WR,DEV,73,199,1,Elon
NE,Channing Canada,29,CB,ACT,71,190,R,TCU
NE,Charles Woods,22,CB,ACT,71,185,3,SMU
NE,Christian Barmore,90,DT,ACT,77,315,6,Alabama
NE,Christian Elliss,53,LB,ACT,74,231,5,Idaho
NE,Christian Gonzalez,,CB,ACT,73,205,4,Oregon
NE,Corey Kiner,9,RB,ACT,69,210,2,Cincinnati
NE,Cory Durden,94,DT,ACT,76,305,2,N.C. State
NE,Craig Woodson,4,SAF,ACT,72,200,2,California
NE,DaQuan Jones,,DE,ACT,76,320,13,Penn State
NE,Dametrious Crownover,68,OT,ACT,79,319,R,Texas A&M
NE,Darius Muasau,54,LB,ACT,73,230,3,UCLA
NE,DeMario Douglas,3,WR,ACT,68,185,4,Liberty
NE,Dell Pettus,24,SAF,ACT,71,200,3,Troy
NE,Drake Maye,10,QB,ACT,76,225,3,North Carolina
NE,Dre'Mont Jones,5,DE,ACT,75,268,8,Ohio State
NE,Efton Chism III,86,WR,ACT,70,198,2,Eastern Washington
NE,Eli Raridon,82,TE,ACT,78,245,R,Notre Dame
NE,Elijah Ponder,91,LB,ACT,75,261,2,Cal Poly (San Luis Obispo)
NE,Elliott Davison,,SAF,DEV,72,190,1,Texas-San Antonio
NE,Eric Gregory,95,DT,DEV,75,319,2,Arkansas
NE,Erick Hunter,49,LB,ACT,74,225,R,Morgan State
NE,Gabe Jacas,50,LB,ACT,76,261,R,Illinois
NE,Greg Van Roten,70,G,ACT,75,305,12,Penn
